Name,Start,End,Activity
Deepti,15/Jun/23 05:55 AM,06/Apr/23 05:55 AM,Reply to Customers
Ravi,08/Apr/23 05:55 AM,03/Jul/23 10:43 AM,Inspection
Deepti,04/Apr/23 03:31 AM,10/Aug/23 01:07 PM,Fund raising
Priyanka,01/Apr/23 08:19 AM,21/Jul/23 10:43 PM,Podcast
Sharan,26/May/23 05:55 PM,17/Aug/23 01:07 AM,Updates
Sharan,24/Apr/23 10:43 AM,01/Apr/23 03:31 AM,Call
Deepti,07/May/23 05:55 PM,17/Jul/23 08:19 AM,Reply to Customers
Deepti,13/Aug/23 08:19 AM,06/Aug/23 01:07 PM,Updates
Priyanka,31/Jul/23 08:19 AM,19/Apr/23 10:43 PM,Inspection
Ravi,01/Oct/23 03:31 AM,02/Aug/23 10:43 PM,Inspection
Jyoti,27/Aug/23 03:31 AM,01/May/23 10:43 PM,Business Development
Deepti,03/Sep/23 01:07 PM,12/May/23 01:07 AM,Call
Deepti,05/Oct/23 08:19 AM,19/May/23 08:19 PM,Podcast
Ravi,17/Apr/23 05:55 PM,01/Apr/23 01:07 PM,Updates
Ravi,16/Sep/23 01:07 AM,28/Aug/23 05:55 PM,Reporting
Deepti,15/Sep/23 01:07 PM,12/Apr/23 01:07 AM,Podcast
Ravi,11/Apr/23 03:31 PM,29/Aug/23 10:43 PM,Inspection
Sharan,16/Aug/23 03:31 PM,14/Jun/23 05:55 AM,Inspection
Ravi,01/Sep/23 01:07 PM,23/Apr/23 08:19 AM,Send Email
Priyanka,13/May/23 05:55 PM,06/May/23 10:43 AM,Remote Inspection
Ravi,10/Jul/23 08:19 PM,16/Apr/23 10:43 PM,Remote Inspection
Priyanka,27/Jun/23 08:19 PM,22/Sep/23 08:19 AM,Podcast
Jyoti,14/Jun/23 03:31 AM,25/Sep/23 01:07 AM,Reply to Customers
Ravi,18/Jul/23 08:19 AM,20/Sep/23 01:07 AM,Business Development
Ravi,22/Apr/23 03:31 AM,20/Jul/23 08:19 PM,Call
Deepti,18/Jun/23 08:19 PM,16/Aug/23 08:19 AM,Reply to Customers
Priyanka,16/Jul/23 10:43 PM,19/Jun/23 10:43 PM,Reporting
Ravi,11/Apr/23 03:31 AM,10/Jun/23 01:07 PM,Reply to Customers
Ravi,24/Aug/23 01:07 PM,08/Oct/23 01:07 AM,Reporting
Sharan,27/Jul/23 08:19 AM,15/Apr/23 05:55 AM,Fund raising
Ravi,28/Jul/23 01:07 AM,10/Aug/23 08:19 PM,Send Email
Deepti,01/Sep/23 01:07 PM,09/Apr/23 01:07 AM,Reply to Customers
Jyoti,05/Sep/23 10:43 AM,19/May/23 01:07 PM,Fund raising
Ravi,24/May/23 08:19 AM,03/Aug/23 01:07 AM,Business Development
Deepti,30/Sep/23 10:43 PM,13/Jun/23 08:19 PM,Reply to Customers
Priyanka,08/Oct/23 03:31 AM,10/Oct/23 10:43 PM,Reply to Customers
Sharan,10/Jul/23 10:43 PM,26/May/23 10:43 AM,Fund raising
Sharan,11/May/23 01:07 PM,25/May/23 05:55 PM,Reply to Customers
Ravi,22/Jun/23 03:31 AM,29/Aug/23 10:43 AM,Fund raising
Ravi,04/Oct/23 08:19 PM,21/Jun/23 03:31 PM,Send Email
Deepti,05/May/23 10:43 PM,16/Jun/23 01:07 AM,Fund raising
Deepti,28/Aug/23 03:31 PM,12/Apr/23 01:07 AM,Reply to Customers
Deepti,09/Sep/23 10:43 AM,25/Jul/23 01:07 AM,Podcast
Sharan,21/Aug/23 01:07 AM,09/Sep/23 10:43 PM,Reporting
Jyoti,21/Apr/23 01:07 PM,09/Aug/23 05:55 PM,Call
Priyanka,09/Aug/23 10:43 PM,02/Jul/23 03:31 AM,Fund raising
Jyoti,28/Sep/23 01:07 PM,12/Jul/23 03:31 AM,Updates
Jyoti,13/Oct/23 03:31 AM,15/Sep/23 03:31 PM,Send Email
Sharan,01/Sep/23 08:19 AM,22/May/23 03:31 PM,Business Development
Sharan,30/Mar/23 10:43 AM,03/Oct/23 03:31 AM,Updates
Priyanka,22/Aug/23 01:07 AM,20/Jul/23 03:31 AM,Call
Priyanka,17/Sep/23 05:55 AM,19/Jul/23 01:07 AM,Fund raising
Deepti,25/Jul/23 08:19 PM,22/May/23 03:31 AM,Podcast
Ravi,24/May/23 10:43 PM,08/Aug/23 05:55 AM,Inspection
Priyanka,18/Jul/23 10:43 AM,25/May/23 01:07 AM,Business Development
Ravi,25/Jun/23 01:07 PM,12/Sep/23 08:19 AM,Business Development
Jyoti,10/Aug/23 08:19 PM,04/Sep/23 03:31 PM,Send Email
Deepti,29/May/23 08:19 PM,10/Jun/23 03:31 PM,Remote Inspection
Jyoti,22/Aug/23 10:43 AM,09/Aug/23 05:55 AM,Send Email
Sharan,18/May/23 08:19 PM,08/Apr/23 01:07 AM,Podcast
Jyoti,29/May/23 05:55 PM,15/Jul/23 03:31 AM,Updates
Priyanka,27/Jun/23 01:07 PM,11/Apr/23 10:43 PM,Updates
Ravi,04/Oct/23 01:07 AM,24/Jun/23 01:07 AM,Reply to Customers
Ravi,20/Jul/23 01:07 AM,08/Jun/23 05:55 AM,Send Email
Deepti,06/Sep/23 01:07 PM,07/Apr/23 03:31 PM,Updates
Jyoti,15/Oct/23 01:07 PM,27/Jun/23 10:43 PM,Inspection
Priyanka,01/Oct/23 03:31 PM,26/May/23 05:55 AM,Podcast
Deepti,08/May/23 08:19 AM,11/Oct/23 01:07 AM,Remote Inspection
Sharan,30/Jul/23 03:31 PM,11/Aug/23 03:31 AM,Updates
Ravi,13/Apr/23 10:43 PM,19/Sep/23 01:07 AM,Send Email
Jyoti,27/Sep/23 10:43 AM,30/Sep/23 05:55 PM,Fund raising
Ravi,02/Aug/23 03:31 PM,25/Aug/23 08:19 AM,Podcast
Jyoti,27/Aug/23 10:43 PM,14/Oct/23 08:19 AM,Inspection
Deepti,16/Apr/23 10:43 PM,25/Apr/23 08:19 PM,Fund raising
Sharan,08/Oct/23 10:43 AM,05/Jul/23 10:43 PM,Inspection
Deepti,30/Mar/23 01:07 PM,14/Sep/23 10:43 AM,Reply to Customers
Priyanka,19/Sep/23 10:43 PM,12/May/23 10:43 AM,Call
Deepti,15/Apr/23 03:31 AM,29/Jul/23 01:07 PM,Reporting
Sharan,11/Sep/23 10:43 AM,18/Sep/23 03:31 AM,Podcast
Deepti,03/Apr/23 03:31 PM,29/Apr/23 10:43 PM,Podcast
Deepti,24/Jul/23 10:43 AM,07/May/23 10:43 PM,Fund raising
Deepti,05/Aug/23 05:55 PM,16/Apr/23 10:43 PM,Updates
Deepti,10/Oct/23 08:19 PM,17/Apr/23 05:55 AM,Podcast
Sharan,15/Jul/23 01:07 AM,09/May/23 05:55 AM,Updates
Deepti,19/Jul/23 05:55 PM,07/Sep/23 05:55 AM,Business Development
Sharan,15/Sep/23 08:19 AM,12/Oct/23 01:07 PM,Send Email
Ravi,27/Jul/23 03:31 AM,28/Sep/23 05:55 PM,Updates
Ravi,05/Apr/23 10:43 AM,04/Aug/23 05:55 PM,Send Email
Jyoti,20/Sep/23 03:31 PM,30/Apr/23 05:55 AM,Call
Deepti,07/Apr/23 10:43 PM,12/Sep/23 01:07 AM,Send Email
Jyoti,18/Apr/23 01:07 PM,25/Jun/23 03:31 AM,Inspection
Sharan,22/Aug/23 01:07 AM,18/Sep/23 03:31 AM,Business Development
Jyoti,25/Sep/23 10:43 PM,04/Sep/23 03:31 PM,Send Email
Ravi,10/Jul/23 05:55 PM,25/Aug/23 08:19 AM,Remote Inspection
Sharan,13/Sep/23 08:19 AM,08/Aug/23 03:31 PM,Podcast
Jyoti,04/Oct/23 05:55 PM,23/May/23 08:19 AM,Podcast
Deepti,02/Aug/23 08:19 AM,20/Apr/23 10:43 PM,Remote Inspection
Deepti,10/Oct/23 01:07 PM,16/May/23 08:19 AM,Call
Deepti,08/Apr/23 10:43 AM,27/Apr/23 01:07 AM,Reporting
Priyanka,05/Jul/23 01:07 PM,17/May/23 01:07 PM,Reply to Customers
Ravi,16/Jun/23 05:55 AM,03/Jul/23 10:43 PM,Reporting
Ravi,05/Aug/23 05:55 AM,17/May/23 08:19 PM,Updates
Jyoti,29/Sep/23 01:07 AM,08/Sep/23 08:19 AM,Call
Ravi,09/Apr/23 08:19 PM,01/Jul/23 08:19 AM,Fund raising
Ravi,07/Jun/23 08:19 AM,27/May/23 08:19 PM,Inspection
Sharan,28/May/23 03:31 AM,08/Aug/23 08:19 AM,Podcast
Ravi,21/Apr/23 05:55 PM,19/Jul/23 05:55 AM,Fund raising
Ravi,01/Sep/23 08:19 PM,10/Jun/23 01:07 AM,Send Email
Priyanka,07/May/23 05:55 AM,22/Jun/23 10:43 AM,Updates
Deepti,27/Jun/23 05:55 PM,18/Jun/23 05:55 AM,Remote Inspection
Deepti,22/Jul/23 10:43 AM,15/Aug/23 10:43 PM,Reporting
Sharan,03/Aug/23 03:31 AM,12/Oct/23 10:43 AM,Business Development
Ravi,18/Sep/23 03:31 PM,06/Oct/23 05:55 PM,Business Development
Jyoti,28/May/23 10:43 AM,24/Sep/23 05:55 PM,Podcast
Sharan,12/Aug/23 08:19 PM,20/May/23 05:55 AM,Reporting
Ravi,09/Aug/23 08:19 AM,12/May/23 03:31 AM,Reporting
Sharan,21/May/23 08:19 AM,07/May/23 05:55 AM,Inspection
Priyanka,16/Aug/23 01:07 AM,24/Aug/23 10:43 PM,Updates
Deepti,19/May/23 03:31 PM,24/Jul/23 08:19 AM,Reply to Customers
Sharan,20/Aug/23 03:31 AM,06/Apr/23 08:19 AM,Updates
Sharan,17/Aug/23 08:19 PM,23/May/23 08:19 AM,Call
Sharan,27/Jun/23 08:19 AM,18/Apr/23 01:07 AM,Updates
Sharan,04/Jun/23 01:07 PM,23/Apr/23 08:19 PM,Podcast
Deepti,06/Apr/23 01:07 AM,15/Aug/23 05:55 PM,Remote Inspection
Sharan,07/Sep/23 01:07 AM,01/Sep/23 10:43 AM,Updates
Sharan,27/May/23 10:43 AM,07/Aug/23 08:19 AM,Updates
Jyoti,15/Jun/23 01:07 AM,04/Jun/23 01:07 PM,Call
Deepti,01/Apr/23 01:07 AM,14/Jun/23 10:43 AM,Business Development
Ravi,13/Sep/23 01:07 PM,20/Aug/23 03:31 PM,Remote Inspection
Ravi,04/Sep/23 10:43 PM,14/Jul/23 03:31 PM,Inspection
Priyanka,26/Jun/23 03:31 AM,08/Sep/23 03:31 AM,Remote Inspection
Priyanka,02/Sep/23 10:43 PM,12/May/23 03:31 PM,Podcast
Sharan,16/Apr/23 08:19 PM,12/Oct/23 10:43 PM,Inspection
Deepti,15/May/23 08:19 PM,08/Sep/23 10:43 AM,Business Development
Jyoti,27/May/23 03:31 PM,13/Jun/23 08:19 PM,Reply to Customers
Sharan,06/Apr/23 10:43 PM,29/Jul/23 10:43 PM,Fund raising
Priyanka,30/Mar/23 10:43 AM,11/May/23 10:43 PM,Reply to Customers
Jyoti,30/Aug/23 01:07 AM,15/Jun/23 08:19 PM,Podcast
Priyanka,25/Apr/23 05:55 PM,27/May/23 01:07 AM,Reporting
Jyoti,16/May/23 05:55 PM,17/Apr/23 01:07 AM,Business Development
Priyanka,21/Jun/23 05:55 AM,18/May/23 10:43 PM,Podcast
Ravi,02/Sep/23 08:19 PM,10/Apr/23 10:43 PM,Remote Inspection
Deepti,25/Jun/23 05:55 PM,08/Oct/23 10:43 PM,Fund raising
Priyanka,26/May/23 01:07 PM,10/Jul/23 08:19 AM,Call
Priyanka,15/Jul/23 01:07 PM,18/Apr/23 03:31 AM,Updates
Deepti,08/May/23 03:31 AM,05/Apr/23 08:19 PM,Podcast
Priyanka,07/Jul/23 05:55 AM,25/Sep/23 03:31 PM,Send Email
Sharan,31/Mar/23 10:43 AM,12/Apr/23 08:19 PM,Send Email
Ravi,17/May/23 10:43 PM,26/Apr/23 08:19 AM,Reporting
Sharan,07/May/23 03:31 PM,04/Jul/23 08:19 PM,Fund raising
Jyoti,06/Aug/23 03:31 AM,20/Aug/23 08:19 PM,Fund raising
Ravi,14/Aug/23 08:19 PM,08/Aug/23 03:31 PM,Call
Sharan,01/Jul/23 05:55 PM,13/Apr/23 03:31 AM,Fund raising
Deepti,26/Sep/23 08:19 PM,13/Oct/23 10:43 PM,Podcast
Jyoti,05/Oct/23 05:55 AM,25/Aug/23 05:55 AM,Reporting
Ravi,30/May/23 08:19 AM,29/Aug/23 01:07 PM,Inspection
Sharan,17/Jul/23 01:07 PM,16/Apr/23 03:31 AM,Send Email
Deepti,22/Jul/23 01:07 PM,24/Jul/23 05:55 PM,Send Email
Priyanka,03/Aug/23 05:55 AM,02/May/23 05:55 PM,Business Development
Ravi,14/Jun/23 01:07 AM,30/Jun/23 03:31 AM,Business Development
Sharan,04/Aug/23 03:31 PM,08/Jul/23 05:55 AM,Reply to Customers
Jyoti,18/Aug/23 01:07 AM,09/Aug/23 10:43 AM,Updates
Deepti,29/May/23 10:43 PM,27/Sep/23 10:43 AM,Fund raising
Deepti,10/Apr/23 01:07 AM,12/Apr/23 05:55 AM,Send Email
Deepti,05/Jun/23 01:07 PM,30/Apr/23 05:55 AM,Remote Inspection
Sharan,02/Apr/23 08:19 PM,14/May/23 01:07 PM,Inspection
Ravi,13/May/23 01:07 AM,17/May/23 03:31 AM,Call
Jyoti,30/May/23 03:31 PM,21/Aug/23 10:43 AM,Reporting
Deepti,30/May/23 08:19 AM,17/Jul/23 05:55 AM,Call
Priyanka,13/Oct/23 05:55 PM,31/Mar/23 03:31 PM,Updates
Sharan,14/Jun/23 10:43 PM,31/Aug/23 08:19 PM,Send Email
Priyanka,04/Apr/23 08:19 AM,11/Jul/23 08:19 PM,Remote Inspection
Jyoti,19/Jun/23 10:43 AM,01/Jun/23 01:07 PM,Reply to Customers
Deepti,02/Sep/23 05:55 PM,02/Oct/23 08:19 PM,Podcast
Priyanka,17/Apr/23 05:55 PM,19/Jul/23 10:43 AM,Reply to Customers
Ravi,18/Aug/23 03:31 AM,28/Aug/23 05:55 AM,Updates
Jyoti,20/Jul/23 05:55 AM,07/Jun/23 10:43 AM,Reply to Customers
Priyanka,31/Mar/23 10:43 AM,12/Jun/23 10:43 AM,Fund raising
Sharan,23/Jul/23 08:19 PM,02/May/23 03:31 AM,Podcast
Deepti,26/Jun/23 05:55 PM,13/Jun/23 05:55 AM,Inspection
Deepti,18/Sep/23 01:07 AM,12/Jul/23 01:07 PM,Call
Jyoti,06/Aug/23 01:07 PM,05/May/23 01:07 PM,Reporting
Priyanka,05/Jun/23 05:55 AM,11/Jul/23 05:55 AM,Remote Inspection
Ravi,27/Sep/23 03:31 AM,27/Aug/23 10:43 AM,Fund raising
Ravi,06/May/23 03:31 AM,27/Aug/23 01:07 PM,Call
Ravi,26/Apr/23 05:55 AM,26/Aug/23 08:19 PM,Reply to Customers
Priyanka,05/Apr/23 03:31 PM,06/May/23 01:07 PM,Call
Priyanka,30/Mar/23 10:43 PM,24/May/23 10:43 PM,Business Development
Sharan,02/Sep/23 08:19 PM,13/May/23 03:31 AM,Inspection
Jyoti,07/Jun/23 08:19 AM,07/Oct/23 05:55 AM,Reply to Customers
Deepti,14/Aug/23 01:07 AM,17/Aug/23 05:55 AM,Remote Inspection
Deepti,09/Sep/23 01:07 AM,27/Aug/23 05:55 AM,Fund raising
Jyoti,15/Apr/23 08:19 PM,11/Oct/23 10:43 AM,Call
Ravi,31/Aug/23 08:19 PM,11/Jul/23 10:43 PM,Fund raising
Ravi,14/Oct/23 03:31 AM,09/May/23 10:43 PM,Fund raising
Deepti,03/Apr/23 03:31 PM,27/Aug/23 10:43 PM,Inspection
Jyoti,04/Jul/23 05:55 AM,06/Oct/23 01:07 PM,Business Development
Ravi,17/Sep/23 03:31 AM,30/Mar/23 03:31 PM,Business Development
Sharan,10/Jul/23 10:43 AM,17/Jun/23 03:31 PM,Send Email
Sharan,19/Jul/23 01:07 PM,30/Sep/23 03:31 AM,Inspection
Jyoti,18/May/23 10:43 PM,07/May/23 05:55 PM,Reply to Customers
Sharan,26/Sep/23 05:55 PM,03/Jun/23 05:55 AM,Business Development
Ravi,13/Jun/23 08:19 AM,10/Jun/23 10:43 PM,Business Development
Sharan,10/May/23 08:19 AM,02/Sep/23 10:43 PM,Send Email
Jyoti,10/Apr/23 05:55 AM,10/Apr/23 05:55 AM,Updates
Sharan,29/Aug/23 05:55 PM,21/May/23 05:55 PM,Business Development
Deepti,13/Jun/23 10:43 AM,14/Aug/23 10:43 AM,Reporting
Jyoti,24/May/23 03:31 PM,19/Jun/23 08:19 PM,Reporting
Sharan,20/Jun/23 05:55 PM,21/Jul/23 08:19 AM,Send Email
Priyanka,21/Jun/23 05:55 PM,05/Sep/23 08:19 PM,Podcast
Jyoti,22/Aug/23 05:55 AM,12/Apr/23 10:43 PM,Podcast
Sharan,17/Aug/23 01:07 PM,22/Aug/23 03:31 PM,Updates
Sharan,27/Jun/23 01:07 PM,11/May/23 03:31 AM,Reporting
Priyanka,05/Apr/23 03:31 AM,02/Jun/23 01:07 AM,Reply to Customers
Ravi,20/Aug/23 05:55 AM,27/Apr/23 05:55 AM,Send Email
Deepti,07/May/23 08:19 AM,14/Oct/23 08:19 AM,Updates
Jyoti,19/Sep/23 03:31 AM,08/Aug/23 05:55 AM,Inspection
Jyoti,03/Jun/23 10:43 AM,21/Apr/23 10:43 PM,Podcast
Ravi,28/May/23 05:55 AM,03/Jul/23 03:31 AM,Remote Inspection
Jyoti,26/Aug/23 08:19 AM,18/Aug/23 05:55 PM,Send Email
Jyoti,27/Jul/23 01:07 AM,27/May/23 10:43 PM,Podcast
Sharan,29/Jul/23 01:07 AM,02/Apr/23 08:19 PM,Reporting
Priyanka,11/Oct/23 05:55 AM,19/May/23 05:55 AM,Send Email
Priyanka,31/Jul/23 10:43 PM,22/Jun/23 03:31 PM,Updates
Priyanka,11/Oct/23 10:43 PM,23/Apr/23 03:31 PM,Reply to Customers
Sharan,26/Jun/23 01:07 AM,08/Sep/23 03:31 PM,Reporting
Ravi,17/May/23 10:43 PM,03/Jun/23 08:19 AM,Send Email
Jyoti,14/Jun/23 03:31 PM,03/Jul/23 10:43 AM,Call
Priyanka,08/Sep/23 01:07 PM,10/Jun/23 05:55 AM,Reply to Customers
Jyoti,06/Oct/23 10:43 AM,03/May/23 01:07 AM,Reporting
Deepti,21/Sep/23 03:31 PM,27/May/23 01:07 AM,Fund raising
Deepti,12/Apr/23 08:19 AM,15/Oct/23 05:55 AM,Podcast
Deepti,03/Aug/23 05:55 PM,05/Jun/23 10:43 AM,Reply to Customers
Deepti,14/Oct/23 05:55 AM,30/Jun/23 05:55 PM,Send Email
Jyoti,23/Apr/23 03:31 PM,12/Sep/23 10:43 AM,Call
Jyoti,10/May/23 08:19 AM,17/Aug/23 03:31 AM,Reply to Customers
Ravi,29/Mar/23 03:31 PM,01/May/23 08:19 AM,Call
Jyoti,09/Oct/23 10:43 PM,21/Jun/23 03:31 AM,Updates
Deepti,12/Oct/23 03:31 AM,19/Jun/23 05:55 AM,Call
Jyoti,03/Apr/23 03:31 AM,12/Apr/23 10:43 AM,Updates
Ravi,25/Apr/23 08:19 PM,10/May/23 10:43 AM,Fund raising
Sharan,17/Jul/23 08:19 PM,02/May/23 01:07 AM,Remote Inspection
Sharan,15/Jun/23 05:55 PM,10/May/23 05:55 PM,Send Email
Priyanka,26/Aug/23 05:55 AM,06/May/23 10:43 PM,Podcast
Sharan,20/Apr/23 03:31 PM,15/May/23 05:55 AM,Call
Jyoti,19/Sep/23 05:55 PM,09/Jul/23 10:43 AM,Inspection
Ravi,19/Jun/23 10:43 PM,16/Jul/23 05:55 AM,Inspection
Deepti,01/Sep/23 10:43 AM,05/Aug/23 08:19 AM,Reporting
Ravi,20/Apr/23 05:55 AM,09/Aug/23 08:19 AM,Inspection
Sharan,16/Sep/23 01:07 AM,16/Jun/23 05:55 AM,Reporting
Priyanka,07/May/23 08:19 PM,24/Sep/23 08:19 PM,Reply to Customers
Deepti,30/Jun/23 03:31 PM,03/Oct/23 05:55 PM,Fund raising
Priyanka,15/Jul/23 08:19 PM,25/Sep/23 10:43 AM,Reply to Customers
Jyoti,05/Jun/23 05:55 PM,22/Apr/23 03:31 AM,Reply to Customers
Sharan,15/Sep/23 05:55 PM,03/Jul/23 08:19 PM,Podcast
Jyoti,03/Apr/23 01:07 PM,05/May/23 05:55 AM,Updates
Deepti,30/Sep/23 05:55 AM,14/Jul/23 05:55 PM,Business Development
Jyoti,24/Aug/23 03:31 AM,08/Apr/23 10:43 AM,Reporting
Sharan,31/Mar/23 05:55 PM,28/Jul/23 10:43 PM,Remote Inspection
Deepti,17/Sep/23 10:43 AM,24/Jul/23 03:31 AM,Podcast
Sharan,24/Jun/23 01:07 PM,27/Aug/23 05:55 AM,Podcast
Ravi,03/May/23 03:31 AM,22/Aug/23 05:55 AM,Reporting
Sharan,08/Apr/23 08:19 PM,28/Jun/23 01:07 AM,Reply to Customers
Priyanka,11/Oct/23 10:43 PM,07/Jun/23 08:19 PM,Remote Inspection
Deepti,03/Sep/23 08:19 AM,11/Jun/23 01:07 PM,Call
Deepti,17/Apr/23 10:43 AM,16/Aug/23 10:43 PM,Updates
Sharan,08/May/23 01:07 PM,03/Jun/23 10:43 PM,Podcast
Deepti,29/Jun/23 10:43 PM,13/Sep/23 03:31 PM,Call
Deepti,02/Sep/23 01:07 PM,23/Jun/23 08:19 AM,Podcast
Deepti,25/Sep/23 08:19 AM,30/Apr/23 03:31 PM,Podcast
Ravi,01/Jun/23 10:43 PM,26/May/23 10:43 AM,Fund raising
Jyoti,12/Oct/23 05:55 PM,02/Apr/23 10:43 AM,Updates
Deepti,24/Apr/23 03:31 PM,20/Apr/23 10:43 PM,Remote Inspection
Jyoti,26/Apr/23 01:07 AM,06/Jul/23 10:43 AM,Remote Inspection
Deepti,26/Apr/23 10:43 PM,18/Apr/23 01:07 AM,Send Email
Deepti,04/May/23 08:19 AM,06/May/23 08:19 AM,Inspection
Ravi,10/Jun/23 01:07 PM,28/Sep/23 03:31 AM,Remote Inspection
Sharan,03/Aug/23 10:43 AM,27/May/23 08:19 PM,Business Development
Priyanka,01/Oct/23 10:43 AM,13/Oct/23 03:31 PM,Call
Ravi,09/Oct/23 05:55 AM,20/Sep/23 05:55 AM,Inspection
Jyoti,23/Jun/23 10:43 AM,18/Jun/23 05:55 PM,Business Development
Jyoti,21/Sep/23 10:43 AM,24/Jul/23 08:19 AM,Business Development
Jyoti,24/Jun/23 03:31 PM,07/Oct/23 01:07 AM,Podcast
Deepti,26/Sep/23 05:55 AM,06/Jul/23 10:43 PM,Call
Ravi,05/Aug/23 01:07 PM,08/Jun/23 10:43 AM,Send Email
Jyoti,08/May/23 01:07 PM,21/Apr/23 05:55 AM,Inspection
Ravi,01/Oct/23 08:19 PM,24/Aug/23 10:43 AM,Call
Jyoti,20/Sep/23 05:55 AM,13/Jul/23 10:43 AM,Business Development
Sharan,17/May/23 10:43 AM,13/Apr/23 01:07 PM,Call
Jyoti,26/Apr/23 08:19 PM,11/Sep/23 10:43 PM,Call
Priyanka,30/Jun/23 05:55 PM,29/Aug/23 05:55 AM,Reporting
Sharan,29/Apr/23 01:07 PM,06/Jun/23 05:55 AM,Business Development
Ravi,02/Jul/23 08:19 PM,16/Jun/23 08:19 PM,Send Email
Jyoti,27/Jul/23 10:43 PM,13/Jul/23 08:19 PM,Reply to Customers
Jyoti,09/Oct/23 05:55 AM,25/Jun/23 03:31 PM,Inspection
Sharan,08/Jul/23 05:55 PM,24/Jul/23 10:43 AM,Updates
Sharan,04/Jul/23 10:43 AM,23/Apr/23 10:43 AM,Reporting
Deepti,17/Aug/23 08:19 AM,03/Aug/23 10:43 AM,Fund raising
Ravi,04/Jun/23 08:19 AM,28/Jul/23 10:43 AM,Podcast
Ravi,08/Aug/23 10:43 PM,29/Sep/23 08:19 PM,Business Development
Sharan,01/Jun/23 01:07 PM,04/Apr/23 01:07 AM,Business Development
Priyanka,27/Jul/23 03:31 AM,24/Apr/23 08:19 AM,Podcast
Priyanka,24/Jun/23 03:31 AM,16/Jul/23 05:55 AM,Fund raising
Priyanka,05/Aug/23 10:43 PM,17/Jun/23 05:55 PM,Send Email
Jyoti,01/Sep/23 03:31 AM,29/Mar/23 03:31 PM,Updates
Deepti,28/Sep/23 03:31 AM,25/Aug/23 03:31 PM,Remote Inspection
Ravi,18/Jun/23 05:55 AM,21/Jul/23 05:55 PM,Podcast
Jyoti,04/Sep/23 01:07 PM,16/Sep/23 03:31 PM,Updates
Priyanka,06/May/23 03:31 PM,01/Jul/23 10:43 AM,Fund raising
Ravi,07/May/23 10:43 PM,06/Sep/23 08:19 AM,Inspection
Sharan,16/Aug/23 10:43 PM,10/Aug/23 08:19 AM,Podcast
Jyoti,06/May/23 03:31 PM,18/May/23 10:43 AM,Remote Inspection
Priyanka,04/Oct/23 01:07 PM,18/Jul/23 08:19 AM,Updates
Priyanka,17/Jun/23 08:19 PM,15/Aug/23 08:19 PM,Fund raising
Ravi,14/Apr/23 03:31 AM,29/Jul/23 10:43 AM,Fund raising
Jyoti,26/May/23 01:07 PM,08/Jul/23 05:55 AM,Reporting
Priyanka,07/Jul/23 10:43 PM,13/Jul/23 08:19 AM,Inspection
Ravi,22/May/23 08:19 PM,26/May/23 05:55 AM,Fund raising
Sharan,09/Apr/23 05:55 AM,29/Sep/23 05:55 PM,Inspection
Jyoti,10/Oct/23 05:55 AM,06/Jun/23 08:19 AM,Inspection
Jyoti,31/Mar/23 08:19 AM,19/May/23 10:43 AM,Inspection
Ravi,18/May/23 08:19 PM,27/Apr/23 08:19 AM,Inspection
Priyanka,12/May/23 10:43 PM,08/May/23 08:19 AM,Inspection
Ravi,17/Aug/23 10:43 AM,11/Jul/23 05:55 AM,Podcast
Sharan,28/Sep/23 01:07 AM,06/Jun/23 03:31 PM,Podcast
Jyoti,07/Jul/23 01:07 PM,24/Sep/23 05:55 AM,Podcast
Ravi,18/Jul/23 01:07 PM,28/May/23 08:19 AM,Updates
Priyanka,26/Sep/23 10:43 AM,15/Jun/23 08:19 AM,Reply to Customers
Deepti,27/Sep/23 03:31 AM,06/Apr/23 10:43 AM,Updates
Priyanka,13/Jun/23 10:43 AM,29/Jul/23 10:43 AM,Remote Inspection
Ravi,14/Jun/23 01:07 AM,11/May/23 03:31 PM,Fund raising
Ravi,27/Jun/23 01:07 PM,18/Jun/23 05:55 AM,Call
Priyanka,24/Jul/23 08:19 PM,15/Jun/23 10:43 AM,Inspection
Ravi,06/Sep/23 05:55 PM,20/May/23 10:43 AM,Reporting
Ravi,21/Jul/23 08:19 AM,09/Aug/23 08:19 AM,Podcast
Priyanka,02/Sep/23 01:07 AM,15/Aug/23 03:31 PM,Podcast
Sharan,26/Aug/23 03:31 AM,26/Jul/23 01:07 AM,Remote Inspection
Ravi,05/Jul/23 01:07 PM,24/Jun/23 05:55 PM,Send Email
Ravi,27/Sep/23 10:43 AM,11/Jul/23 05:55 PM,Send Email
Ravi,26/Sep/23 03:31 PM,02/May/23 10:43 AM,Reply to Customers
Ravi,04/Oct/23 01:07 AM,27/Jul/23 10:43 PM,Fund raising
Priyanka,11/Jun/23 01:07 PM,13/Jul/23 10:43 PM,Inspection
Priyanka,04/Sep/23 08:19 AM,31/May/23 08:19 PM,Reporting
Sharan,10/Aug/23 05:55 PM,01/Aug/23 03:31 PM,Updates
Ravi,16/Aug/23 01:07 AM,23/May/23 10:43 AM,Updates
Deepti,14/Jun/23 01:07 AM,30/Sep/23 03:31 AM,Call
Sharan,23/Aug/23 03:31 PM,15/Aug/23 03:31 PM,Inspection
Ravi,07/Aug/23 10:43 PM,28/Apr/23 08:19 PM,Call
Jyoti,29/Jun/23 08:19 AM,29/Aug/23 03:31 AM,Podcast
